[2020-04-18T01:40:56.563Z] | info | EstadoSituacion (EstadoOrigenX) is not associated to EAFTA_PERMISO_ESTADO!
[18-04-2020 21:05:40] | info | Executing (cc7e80ba-8b82-469a-9f19-b080bae6f66b): INSERT INTO "EAFTA_ACTA_DETALLE" ("ACTADET_ID","ACTA_ID","ACTIVO_ID","CODIGO","USUARIO_INGRESA","ESTADO","VALOR_COMPRA_IVA") VALUES (DEFAULT,98,32651,'1045EP','ACARABAJO','A',1019.78) RETURNING "ACTADET_ID" INTO :rid
[18-04-2020 21:05:40] | info | Executing (cc7e80ba-8b82-469a-9f19-b080bae6f66b): UPDATE "EAFTA_ACTA" SET "FECHA_ACTA"=TO_TIMESTAMP_TZ('2019-04-18 07:00:00.000 +00:00','YYYY-MM-DD HH24:MI:SS.FF3 TZH:TZM'),"NUMERO_ACTA"='ACTA-1-2020',"COMENTARIOS"='PRUEBA DE NG',"ESTADO_INICIAL"=1,"ESTADO_FINAL"='4',"NUMERO_ACTIVOS"=2,"TOTAL_VALOR"=1633.62,"ESTADO"='I' WHERE "ACTA_ID" = 98
[18-04-2020 21:05:40] | info | Executing (cc7e80ba-8b82-469a-9f19-b080bae6f66b): COMMIT;
[18-04-2020 21:05:40] | info | Executing (default): SELECT "Acta"."ACTA_ID" "id", "Acta"."FECHA_ACTA" "fechaActa", "Acta"."NUMERO_ACTA" "numeroActa", "Acta"."COMENTARIOS" "comentarios", "Acta"."ESTADO_INICIAL" "estadoInicialId", "Acta"."ESTADO_FINAL" "estadoFinalId", "Acta"."USUARIO_INGRESA" "usuarioIngresa", "Acta"."USUARIO_SUPERVISA" "usuarioSupervisa", "Acta"."USUARIO_APRUEBA" "usuarioAprueba", "Acta"."FECHA_INGRESA" "fechaIngresa", "Acta"."FECHA_APRUEBA" "fechaAprueba", "Acta"."ESTADO" "estado", "Acta"."NUMERO_ACTIVOS" "numeroActivos", "Acta"."TOTAL_VALOR" "totalValor", "EstadoInicial"."ID_ESTADO_SITUACION" "EstadoInicial.id", "EstadoInicial"."DESCRIPCION" "EstadoInicial.descripcion", "EstadoFinal"."ID_ESTADO_SITUACION" "EstadoFinal.id", "EstadoFinal"."DESCRIPCION" "EstadoFinal.descripcion", "Detalle"."ACTADET_ID" "Detalle.id", "Detalle"."ACTA_ID" "Detalle.actaId", "Detalle"."ACTIVO_ID" "Detalle.activoId", "Detalle"."CODIGO" "Detalle.codigo", "Detalle"."CODIGO_CONCESIONARIA" "Detalle.codigoConcesionaria", "Detalle"."USUARIO_INGRESA" "Detalle.usuarioIngresa", "Detalle"."FECHA_INGRESO" "Detalle.fechaIngreso", "Detalle"."ESTADO" "Detalle.estado", "Detalle"."FECHA_ULT_CAMBIO" "Detalle.fechaUltCambio", "Detalle"."VALOR_COMPRA_IVA" "Detalle.valorCompraIva", "Detalle.Activo"."ID_ACTIVO" "Detalle.Activo.id", "Detalle.Activo"."DESCRIPCION" "Detalle.Activo.descripcion", "Detalle.Activo"."CODIGO_ECAPAG" "Detalle.Activo.codEcapag", "Detalle.Activo"."CODIGO_CONCESIONARIA" "Detalle.Activo.codConces", "Detalle.Activo"."CODIGO_ACTIVO_CONTROL" "Detalle.Activo.codActControl", "Detalle.Activo"."TIPO_ACTIVO" "Detalle.Activo.tipoActivo", "Detalle.Activo"."CLASE_ACTIVO" "Detalle.Activo.claseActivo" FROM "EAFTA_ACTA" "Acta" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoInicial" ON "Acta"."ESTADO_INICIAL" = "EstadoInicial"."ID_ESTADO_SITUACION" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoFinal" ON "Acta"."ESTADO_FINAL" = "EstadoFinal"."ID_ESTADO_SITUACION" LEFT OUTER JOIN "EAFTA_ACTA_DETALLE" "Detalle" ON "Acta"."ACTA_ID" = "Detalle"."ACTA_ID" LEFT OUTER JOIN "VW_ACTIVO_GENERAL" "Detalle.Activo" ON "Detalle"."ACTIVO_ID" = "Detalle.Activo"."ID_ACTIVO" WHERE "Acta"."ACTA_ID" = '98'
[18-04-2020 21:06:40] | info | Executing (default): SELECT "EAFTA_PERMISO_ESTADO"."ID_USUARIO" "usuario", "EAFTA_PERMISO_ESTADO"."ID_ESTADO_ORIGEN" "estadoOrigenId", "EAFTA_PERMISO_ESTADO"."ID_ESTADO_DESTINO" "estadoDestinoId", "EstadoOrigen"."ID_ESTADO_SITUACION" "EstadoOrigen.id", "EstadoOrigen"."DESCRIPCION" "EstadoOrigen.descripcion", "EstadoOrigen"."GESTION" "EstadoOrigen.gestion", "EstadoOrigen"."ESTADO" "EstadoOrigen.estado", "EstadoDestino"."ID_ESTADO_SITUACION" "EstadoDestino.id", "EstadoDestino"."DESCRIPCION" "EstadoDestino.descripcion", "EstadoDestino"."GESTION" "EstadoDestino.gestion", "EstadoDestino"."ESTADO" "EstadoDestino.estado" FROM "EAFTA_PERMISO_ESTADO" "EAFTA_PERMISO_ESTADO" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoOrigen" ON "EAFTA_PERMISO_ESTADO"."ID_ESTADO_ORIGEN" = "EstadoOrigen"."ID_ESTADO_SITUACION" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoDestino" ON "EAFTA_PERMISO_ESTADO"."ID_ESTADO_DESTINO" = "EstadoDestino"."ID_ESTADO_SITUACION" WHERE ("EAFTA_PERMISO_ESTADO"."ID_USUARIO" = 'ACARABAJO' AND "EAFTA_PERMISO_ESTADO"."ID_ESTADO_ORIGEN" = "EAFTA_PERMISO_ESTADO"."ID_ESTADO_DESTINO")
[18-04-2020 21:06:40] | info | Executing (default): SELECT "Acta"."ACTA_ID" "id", "Acta"."FECHA_ACTA" "fechaActa", "Acta"."NUMERO_ACTA" "numeroActa", "Acta"."COMENTARIOS" "comentarios", "Acta"."ESTADO_INICIAL" "estadoInicialId", "Acta"."ESTADO_FINAL" "estadoFinalId", "Acta"."USUARIO_INGRESA" "usuarioIngresa", "Acta"."USUARIO_SUPERVISA" "usuarioSupervisa", "Acta"."USUARIO_APRUEBA" "usuarioAprueba", "Acta"."FECHA_INGRESA" "fechaIngresa", "Acta"."FECHA_APRUEBA" "fechaAprueba", "Acta"."ESTADO" "estado", "Acta"."NUMERO_ACTIVOS" "numeroActivos", "Acta"."TOTAL_VALOR" "totalValor", "EstadoInicial"."ID_ESTADO_SITUACION" "EstadoInicial.id", "EstadoInicial"."DESCRIPCION" "EstadoInicial.descripcion", "EstadoInicial"."GESTION" "EstadoInicial.gestion", "EstadoInicial"."ESTADO" "EstadoInicial.estado", "EstadoFinal"."ID_ESTADO_SITUACION" "EstadoFinal.id", "EstadoFinal"."DESCRIPCION" "EstadoFinal.descripcion", "EstadoFinal"."GESTION" "EstadoFinal.gestion", "EstadoFinal"."ESTADO" "EstadoFinal.estado" FROM "EAFTA_ACTA" "Acta" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoInicial" ON "Acta"."ESTADO_INICIAL" = "EstadoInicial"."ID_ESTADO_SITUACION" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoFinal" ON "Acta"."ESTADO_FINAL" = "EstadoFinal"."ID_ESTADO_SITUACION" WHERE "Acta"."ESTADO_INICIAL" IN (1, 2, 3, 4, 5, 13)
[18-04-2020 21:10:15] | info | Executing (default): SELECT "EAFTA_PERMISO_ESTADO"."ID_USUARIO" "usuario", "EAFTA_PERMISO_ESTADO"."ID_ESTADO_ORIGEN" "estadoOrigenId", "EAFTA_PERMISO_ESTADO"."ID_ESTADO_DESTINO" "estadoDestinoId", "EstadoOrigen"."ID_ESTADO_SITUACION" "EstadoOrigen.id", "EstadoOrigen"."DESCRIPCION" "EstadoOrigen.descripcion", "EstadoOrigen"."GESTION" "EstadoOrigen.gestion", "EstadoOrigen"."ESTADO" "EstadoOrigen.estado", "EstadoDestino"."ID_ESTADO_SITUACION" "EstadoDestino.id", "EstadoDestino"."DESCRIPCION" "EstadoDestino.descripcion", "EstadoDestino"."GESTION" "EstadoDestino.gestion", "EstadoDestino"."ESTADO" "EstadoDestino.estado" FROM "EAFTA_PERMISO_ESTADO" "EAFTA_PERMISO_ESTADO" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoOrigen" ON "EAFTA_PERMISO_ESTADO"."ID_ESTADO_ORIGEN" = "EstadoOrigen"."ID_ESTADO_SITUACION" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoDestino" ON "EAFTA_PERMISO_ESTADO"."ID_ESTADO_DESTINO" = "EstadoDestino"."ID_ESTADO_SITUACION" WHERE ("EAFTA_PERMISO_ESTADO"."ID_USUARIO" = 'ACARABAJO' AND "EAFTA_PERMISO_ESTADO"."ID_ESTADO_ORIGEN" = "EAFTA_PERMISO_ESTADO"."ID_ESTADO_DESTINO")
[18-04-2020 21:10:15] | info | Executing (default): SELECT "Acta"."ACTA_ID" "id", "Acta"."FECHA_ACTA" "fechaActa", "Acta"."NUMERO_ACTA" "numeroActa", "Acta"."COMENTARIOS" "comentarios", "Acta"."ESTADO_INICIAL" "estadoInicialId", "Acta"."ESTADO_FINAL" "estadoFinalId", "Acta"."USUARIO_INGRESA" "usuarioIngresa", "Acta"."USUARIO_SUPERVISA" "usuarioSupervisa", "Acta"."USUARIO_APRUEBA" "usuarioAprueba", "Acta"."FECHA_INGRESA" "fechaIngresa", "Acta"."FECHA_APRUEBA" "fechaAprueba", "Acta"."ESTADO" "estado", "Acta"."NUMERO_ACTIVOS" "numeroActivos", "Acta"."TOTAL_VALOR" "totalValor", "EstadoInicial"."ID_ESTADO_SITUACION" "EstadoInicial.id", "EstadoInicial"."DESCRIPCION" "EstadoInicial.descripcion", "EstadoFinal"."ID_ESTADO_SITUACION" "EstadoFinal.id", "EstadoFinal"."DESCRIPCION" "EstadoFinal.descripcion", "Detalle"."ACTADET_ID" "Detalle.id", "Detalle"."ACTA_ID" "Detalle.actaId", "Detalle"."ACTIVO_ID" "Detalle.activoId", "Detalle"."CODIGO" "Detalle.codigo", "Detalle"."CODIGO_CONCESIONARIA" "Detalle.codigoConcesionaria", "Detalle"."USUARIO_INGRESA" "Detalle.usuarioIngresa", "Detalle"."FECHA_INGRESO" "Detalle.fechaIngreso", "Detalle"."ESTADO" "Detalle.estado", "Detalle"."FECHA_ULT_CAMBIO" "Detalle.fechaUltCambio", "Detalle"."VALOR_COMPRA_IVA" "Detalle.valorCompraIva", "Detalle.Activo"."ID_ACTIVO" "Detalle.Activo.id", "Detalle.Activo"."DESCRIPCION" "Detalle.Activo.descripcion", "Detalle.Activo"."CODIGO_ECAPAG" "Detalle.Activo.codEcapag", "Detalle.Activo"."CODIGO_CONCESIONARIA" "Detalle.Activo.codConces", "Detalle.Activo"."CODIGO_ACTIVO_CONTROL" "Detalle.Activo.codActControl", "Detalle.Activo"."TIPO_ACTIVO" "Detalle.Activo.tipoActivo", "Detalle.Activo"."CLASE_ACTIVO" "Detalle.Activo.claseActivo" FROM "EAFTA_ACTA" "Acta" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoInicial" ON "Acta"."ESTADO_INICIAL" = "EstadoInicial"."ID_ESTADO_SITUACION" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoFinal" ON "Acta"."ESTADO_FINAL" = "EstadoFinal"."ID_ESTADO_SITUACION" LEFT OUTER JOIN "EAFTA_ACTA_DETALLE" "Detalle" ON "Acta"."ACTA_ID" = "Detalle"."ACTA_ID" LEFT OUTER JOIN "VW_ACTIVO_GENERAL" "Detalle.Activo" ON "Detalle"."ACTIVO_ID" = "Detalle.Activo"."ID_ACTIVO" WHERE "Acta"."ACTA_ID" = '98'
[18-04-2020 21:11:04] | info | Executing (34757d31-11a8-4770-ba6f-7df4d5e0d473): START TRANSACTION;
[18-04-2020 21:11:04] | info | Executing (34757d31-11a8-4770-ba6f-7df4d5e0d473): SET SESSION TRANSACTION ISOLATION LEVEL REPEATABLE READ;
[18-04-2020 21:11:04] | info | Executing (34757d31-11a8-4770-ba6f-7df4d5e0d473): SET autocommit = 1;
[18-04-2020 21:11:04] | info | Executing (34757d31-11a8-4770-ba6f-7df4d5e0d473): UPDATE "EAFTA_ACTA" SET "FECHA_ACTA"=TO_TIMESTAMP_TZ('2019-04-17 07:00:00.000 +00:00','YYYY-MM-DD HH24:MI:SS.FF3 TZH:TZM'),"NUMERO_ACTA"='ACTA-1-2020,U',"COMENTARIOS"='PRUEBA DE NG, update',"ESTADO_INICIAL"=1,"ESTADO_FINAL"=4,"USUARIO_APRUEBA"=NULL,"FECHA_APRUEBA"=NULL,"NUMERO_ACTIVOS"=2,"TOTAL_VALOR"=1633.62,"ESTADO"='I' WHERE "ACTA_ID" = 98
[18-04-2020 21:11:04] | info | Executing (34757d31-11a8-4770-ba6f-7df4d5e0d473): COMMIT;
[18-04-2020 21:11:04] | info | Executing (default): SELECT "Acta"."ACTA_ID" "id", "Acta"."FECHA_ACTA" "fechaActa", "Acta"."NUMERO_ACTA" "numeroActa", "Acta"."COMENTARIOS" "comentarios", "Acta"."ESTADO_INICIAL" "estadoInicialId", "Acta"."ESTADO_FINAL" "estadoFinalId", "Acta"."USUARIO_INGRESA" "usuarioIngresa", "Acta"."USUARIO_SUPERVISA" "usuarioSupervisa", "Acta"."USUARIO_APRUEBA" "usuarioAprueba", "Acta"."FECHA_INGRESA" "fechaIngresa", "Acta"."FECHA_APRUEBA" "fechaAprueba", "Acta"."ESTADO" "estado", "Acta"."NUMERO_ACTIVOS" "numeroActivos", "Acta"."TOTAL_VALOR" "totalValor", "EstadoInicial"."ID_ESTADO_SITUACION" "EstadoInicial.id", "EstadoInicial"."DESCRIPCION" "EstadoInicial.descripcion", "EstadoFinal"."ID_ESTADO_SITUACION" "EstadoFinal.id", "EstadoFinal"."DESCRIPCION" "EstadoFinal.descripcion", "Detalle"."ACTADET_ID" "Detalle.id", "Detalle"."ACTA_ID" "Detalle.actaId", "Detalle"."ACTIVO_ID" "Detalle.activoId", "Detalle"."CODIGO" "Detalle.codigo", "Detalle"."CODIGO_CONCESIONARIA" "Detalle.codigoConcesionaria", "Detalle"."USUARIO_INGRESA" "Detalle.usuarioIngresa", "Detalle"."FECHA_INGRESO" "Detalle.fechaIngreso", "Detalle"."ESTADO" "Detalle.estado", "Detalle"."FECHA_ULT_CAMBIO" "Detalle.fechaUltCambio", "Detalle"."VALOR_COMPRA_IVA" "Detalle.valorCompraIva", "Detalle.Activo"."ID_ACTIVO" "Detalle.Activo.id", "Detalle.Activo"."DESCRIPCION" "Detalle.Activo.descripcion", "Detalle.Activo"."CODIGO_ECAPAG" "Detalle.Activo.codEcapag", "Detalle.Activo"."CODIGO_CONCESIONARIA" "Detalle.Activo.codConces", "Detalle.Activo"."CODIGO_ACTIVO_CONTROL" "Detalle.Activo.codActControl", "Detalle.Activo"."TIPO_ACTIVO" "Detalle.Activo.tipoActivo", "Detalle.Activo"."CLASE_ACTIVO" "Detalle.Activo.claseActivo" FROM "EAFTA_ACTA" "Acta" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoInicial" ON "Acta"."ESTADO_INICIAL" = "EstadoInicial"."ID_ESTADO_SITUACION" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoFinal" ON "Acta"."ESTADO_FINAL" = "EstadoFinal"."ID_ESTADO_SITUACION" LEFT OUTER JOIN "EAFTA_ACTA_DETALLE" "Detalle" ON "Acta"."ACTA_ID" = "Detalle"."ACTA_ID" LEFT OUTER JOIN "VW_ACTIVO_GENERAL" "Detalle.Activo" ON "Detalle"."ACTIVO_ID" = "Detalle.Activo"."ID_ACTIVO" WHERE "Acta"."ACTA_ID" = '98'
[18-04-2020 21:11:21] | info | Executing (default): SELECT "EAFTA_PERMISO_ESTADO"."ID_USUARIO" "usuario", "EAFTA_PERMISO_ESTADO"."ID_ESTADO_ORIGEN" "estadoOrigenId", "EAFTA_PERMISO_ESTADO"."ID_ESTADO_DESTINO" "estadoDestinoId", "EstadoOrigen"."ID_ESTADO_SITUACION" "EstadoOrigen.id", "EstadoOrigen"."DESCRIPCION" "EstadoOrigen.descripcion", "EstadoOrigen"."GESTION" "EstadoOrigen.gestion", "EstadoOrigen"."ESTADO" "EstadoOrigen.estado", "EstadoDestino"."ID_ESTADO_SITUACION" "EstadoDestino.id", "EstadoDestino"."DESCRIPCION" "EstadoDestino.descripcion", "EstadoDestino"."GESTION" "EstadoDestino.gestion", "EstadoDestino"."ESTADO" "EstadoDestino.estado" FROM "EAFTA_PERMISO_ESTADO" "EAFTA_PERMISO_ESTADO" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoOrigen" ON "EAFTA_PERMISO_ESTADO"."ID_ESTADO_ORIGEN" = "EstadoOrigen"."ID_ESTADO_SITUACION" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoDestino" ON "EAFTA_PERMISO_ESTADO"."ID_ESTADO_DESTINO" = "EstadoDestino"."ID_ESTADO_SITUACION" WHERE ("EAFTA_PERMISO_ESTADO"."ID_USUARIO" = 'ACARABAJO' AND "EAFTA_PERMISO_ESTADO"."ID_ESTADO_ORIGEN" = "EAFTA_PERMISO_ESTADO"."ID_ESTADO_DESTINO")
[18-04-2020 21:11:21] | info | Executing (default): SELECT "Acta"."ACTA_ID" "id", "Acta"."FECHA_ACTA" "fechaActa", "Acta"."NUMERO_ACTA" "numeroActa", "Acta"."COMENTARIOS" "comentarios", "Acta"."ESTADO_INICIAL" "estadoInicialId", "Acta"."ESTADO_FINAL" "estadoFinalId", "Acta"."USUARIO_INGRESA" "usuarioIngresa", "Acta"."USUARIO_SUPERVISA" "usuarioSupervisa", "Acta"."USUARIO_APRUEBA" "usuarioAprueba", "Acta"."FECHA_INGRESA" "fechaIngresa", "Acta"."FECHA_APRUEBA" "fechaAprueba", "Acta"."ESTADO" "estado", "Acta"."NUMERO_ACTIVOS" "numeroActivos", "Acta"."TOTAL_VALOR" "totalValor", "EstadoInicial"."ID_ESTADO_SITUACION" "EstadoInicial.id", "EstadoInicial"."DESCRIPCION" "EstadoInicial.descripcion", "EstadoInicial"."GESTION" "EstadoInicial.gestion", "EstadoInicial"."ESTADO" "EstadoInicial.estado", "EstadoFinal"."ID_ESTADO_SITUACION" "EstadoFinal.id", "EstadoFinal"."DESCRIPCION" "EstadoFinal.descripcion", "EstadoFinal"."GESTION" "EstadoFinal.gestion", "EstadoFinal"."ESTADO" "EstadoFinal.estado" FROM "EAFTA_ACTA" "Acta" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoInicial" ON "Acta"."ESTADO_INICIAL" = "EstadoInicial"."ID_ESTADO_SITUACION" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoFinal" ON "Acta"."ESTADO_FINAL" = "EstadoFinal"."ID_ESTADO_SITUACION" WHERE "Acta"."ESTADO_INICIAL" IN (1, 2, 3, 4, 5, 13)
[18-04-2020 21:11:31] | info | Executing (default): SELECT "EAFTA_PERMISO_ESTADO"."ID_USUARIO" "usuario", "EAFTA_PERMISO_ESTADO"."ID_ESTADO_ORIGEN" "estadoOrigenId", "EAFTA_PERMISO_ESTADO"."ID_ESTADO_DESTINO" "estadoDestinoId", "EstadoOrigen"."ID_ESTADO_SITUACION" "EstadoOrigen.id", "EstadoOrigen"."DESCRIPCION" "EstadoOrigen.descripcion", "EstadoOrigen"."GESTION" "EstadoOrigen.gestion", "EstadoOrigen"."ESTADO" "EstadoOrigen.estado", "EstadoDestino"."ID_ESTADO_SITUACION" "EstadoDestino.id", "EstadoDestino"."DESCRIPCION" "EstadoDestino.descripcion", "EstadoDestino"."GESTION" "EstadoDestino.gestion", "EstadoDestino"."ESTADO" "EstadoDestino.estado" FROM "EAFTA_PERMISO_ESTADO" "EAFTA_PERMISO_ESTADO" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoOrigen" ON "EAFTA_PERMISO_ESTADO"."ID_ESTADO_ORIGEN" = "EstadoOrigen"."ID_ESTADO_SITUACION" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoDestino" ON "EAFTA_PERMISO_ESTADO"."ID_ESTADO_DESTINO" = "EstadoDestino"."ID_ESTADO_SITUACION" WHERE ("EAFTA_PERMISO_ESTADO"."ID_USUARIO" = 'ACARABAJO' AND "EAFTA_PERMISO_ESTADO"."ID_ESTADO_ORIGEN" = "EAFTA_PERMISO_ESTADO"."ID_ESTADO_DESTINO")
[18-04-2020 21:11:31] | info | Executing (default): SELECT "Acta"."ACTA_ID" "id", "Acta"."FECHA_ACTA" "fechaActa", "Acta"."NUMERO_ACTA" "numeroActa", "Acta"."COMENTARIOS" "comentarios", "Acta"."ESTADO_INICIAL" "estadoInicialId", "Acta"."ESTADO_FINAL" "estadoFinalId", "Acta"."USUARIO_INGRESA" "usuarioIngresa", "Acta"."USUARIO_SUPERVISA" "usuarioSupervisa", "Acta"."USUARIO_APRUEBA" "usuarioAprueba", "Acta"."FECHA_INGRESA" "fechaIngresa", "Acta"."FECHA_APRUEBA" "fechaAprueba", "Acta"."ESTADO" "estado", "Acta"."NUMERO_ACTIVOS" "numeroActivos", "Acta"."TOTAL_VALOR" "totalValor", "EstadoInicial"."ID_ESTADO_SITUACION" "EstadoInicial.id", "EstadoInicial"."DESCRIPCION" "EstadoInicial.descripcion", "EstadoFinal"."ID_ESTADO_SITUACION" "EstadoFinal.id", "EstadoFinal"."DESCRIPCION" "EstadoFinal.descripcion", "Detalle"."ACTADET_ID" "Detalle.id", "Detalle"."ACTA_ID" "Detalle.actaId", "Detalle"."ACTIVO_ID" "Detalle.activoId", "Detalle"."CODIGO" "Detalle.codigo", "Detalle"."CODIGO_CONCESIONARIA" "Detalle.codigoConcesionaria", "Detalle"."USUARIO_INGRESA" "Detalle.usuarioIngresa", "Detalle"."FECHA_INGRESO" "Detalle.fechaIngreso", "Detalle"."ESTADO" "Detalle.estado", "Detalle"."FECHA_ULT_CAMBIO" "Detalle.fechaUltCambio", "Detalle"."VALOR_COMPRA_IVA" "Detalle.valorCompraIva", "Detalle.Activo"."ID_ACTIVO" "Detalle.Activo.id", "Detalle.Activo"."DESCRIPCION" "Detalle.Activo.descripcion", "Detalle.Activo"."CODIGO_ECAPAG" "Detalle.Activo.codEcapag", "Detalle.Activo"."CODIGO_CONCESIONARIA" "Detalle.Activo.codConces", "Detalle.Activo"."CODIGO_ACTIVO_CONTROL" "Detalle.Activo.codActControl", "Detalle.Activo"."TIPO_ACTIVO" "Detalle.Activo.tipoActivo", "Detalle.Activo"."CLASE_ACTIVO" "Detalle.Activo.claseActivo" FROM "EAFTA_ACTA" "Acta" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoInicial" ON "Acta"."ESTADO_INICIAL" = "EstadoInicial"."ID_ESTADO_SITUACION" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoFinal" ON "Acta"."ESTADO_FINAL" = "EstadoFinal"."ID_ESTADO_SITUACION" LEFT OUTER JOIN "EAFTA_ACTA_DETALLE" "Detalle" ON "Acta"."ACTA_ID" = "Detalle"."ACTA_ID" LEFT OUTER JOIN "VW_ACTIVO_GENERAL" "Detalle.Activo" ON "Detalle"."ACTIVO_ID" = "Detalle.Activo"."ID_ACTIVO" WHERE "Acta"."ACTA_ID" = '98'
[18-04-2020 21:12:16] | info | Executing (default): SELECT * FROM (  SELECT t.*, ROWNUM ROWNUM_1 FROM (SELECT "ID_ACTIVO" "id", "CODIGO_ECAPAG" "codEcapag", "CODIGO_ACTIVO_CONTROL" "codActControl", "CODIGO_CONCESIONARIA" "codConces", "CODIGO_MUNICIPIO" "codMunicipio", "ID_TIPO_ACTIVO" "tipoActivoId", "ID_CLASE_ACTIVO" "claseActivoId", "ID_ESTADO_SITUACION" "estSitId", "TIPO_ACTIVO" "tipoActivo", "CLASE_ACTIVO" "claseActivo", "DESCRIPCION" "descripcion", "ESTADO_SITUACION" "estadoSituacion", "FECHA_INGRESO" "fechaIngreso", "VALOR_COMPRA" "valorCompra", "VALOR_IVA" "valorIva", "VALOR_DEPRECIADO" "valorDepreciado", "MARCA" "marca", "MODELO" "modelo", "SERIE" "serie", "ANIO" "anio", "PLACA" "placa", "MOTOR" "motor", "CHASIS" "chasis", "DISCO" "disco", "UBICACION" "ubicacion", "ESCRITURAS" "escrituras", "OBSERVACION" "observacion", "ESTADO" "estado" FROM "VW_ACTIVO_GENERAL" "VwActivo" WHERE ("VwActivo"."CODIGO_ACTIVO_CONTROL" LIKE '%5%' OR "VwActivo"."CODIGO_ECAPAG" LIKE '%5%' OR "VwActivo"."CODIGO_CONCESIONARIA" LIKE '%5%') AND ("VwActivo"."ID_ESTADO_SITUACION" = '1') ORDER BY "codActControl", "codEcapag", "codConces")t )t2 WHERE t2.ROWNUM_1 <=5
[18-04-2020 21:12:17] | info | Executing (default): SELECT * FROM (  SELECT t.*, ROWNUM ROWNUM_1 FROM (SELECT "ID_ACTIVO" "id", "CODIGO_ECAPAG" "codEcapag", "CODIGO_ACTIVO_CONTROL" "codActControl", "CODIGO_CONCESIONARIA" "codConces", "CODIGO_MUNICIPIO" "codMunicipio", "ID_TIPO_ACTIVO" "tipoActivoId", "ID_CLASE_ACTIVO" "claseActivoId", "ID_ESTADO_SITUACION" "estSitId", "TIPO_ACTIVO" "tipoActivo", "CLASE_ACTIVO" "claseActivo", "DESCRIPCION" "descripcion", "ESTADO_SITUACION" "estadoSituacion", "FECHA_INGRESO" "fechaIngreso", "VALOR_COMPRA" "valorCompra", "VALOR_IVA" "valorIva", "VALOR_DEPRECIADO" "valorDepreciado", "MARCA" "marca", "MODELO" "modelo", "SERIE" "serie", "ANIO" "anio", "PLACA" "placa", "MOTOR" "motor", "CHASIS" "chasis", "DISCO" "disco", "UBICACION" "ubicacion", "ESCRITURAS" "escrituras", "OBSERVACION" "observacion", "ESTADO" "estado" FROM "VW_ACTIVO_GENERAL" "VwActivo" WHERE ("VwActivo"."CODIGO_ACTIVO_CONTROL" LIKE '%56%' OR "VwActivo"."CODIGO_ECAPAG" LIKE '%56%' OR "VwActivo"."CODIGO_CONCESIONARIA" LIKE '%56%') AND ("VwActivo"."ID_ESTADO_SITUACION" = '1') ORDER BY "codActControl", "codEcapag", "codConces")t )t2 WHERE t2.ROWNUM_1 <=5
[18-04-2020 21:12:24] | info | Executing (c89c130b-8246-4fdc-8d48-03ec99096259): START TRANSACTION;
[18-04-2020 21:12:24] | info | Executing (c89c130b-8246-4fdc-8d48-03ec99096259): SET SESSION TRANSACTION ISOLATION LEVEL REPEATABLE READ;
[18-04-2020 21:12:24] | info | Executing (c89c130b-8246-4fdc-8d48-03ec99096259): SET autocommit = 1;
[18-04-2020 21:12:24] | info | Executing (c89c130b-8246-4fdc-8d48-03ec99096259): INSERT INTO "EAFTA_ACTA_DETALLE" ("ACTADET_ID","ACTA_ID","ACTIVO_ID","CODIGO","USUARIO_INGRESA","ESTADO","VALOR_COMPRA_IVA") VALUES (DEFAULT,98,29766,56,'ACARABAJO','A',156.8) RETURNING "ACTADET_ID" INTO :rid
[18-04-2020 21:12:24] | info | Executing (c89c130b-8246-4fdc-8d48-03ec99096259): DELETE FROM "EAFTA_ACTA_DETALLE" WHERE "ACTADET_ID" = 10245
[18-04-2020 21:12:24] | info | Executing (c89c130b-8246-4fdc-8d48-03ec99096259): DELETE FROM "EAFTA_ACTA_DETALLE" WHERE "ACTADET_ID" = 10246
